id,value
 66,
 66.63,
 66.63.36,
 66.63.36.5,
 66.63.36.28,
 66.63.61,
 66.63.61.19,
 66.63.61.58,
 66.63.61.58.55,
 66.63.61.58.55.10,
 66.63.61.58.55.54,
 66.63.61.58.55.54.1,
 66.63.61.58.55.54.50,
 66.63.61.58.55.54.50.48,
 66.63.61.58.55.54.50.48.41,
 66.63.61.58.55.54.50.48.41.2,
 66.63.61.58.55.54.50.48.41.38,
 66.63.61.58.55.54.50.48.41.38.3,
 66.63.61.58.55.54.50.48.41.38.26,
 66.63.61.58.55.54.50.48.47,
 66.63.61.58.55.54.50.48.47.20,
 66.63.61.58.55.54.50.48.47.40,
 66.63.61.58.55.54.50.48.47.40.13,
 66.63.61.58.55.54.50.48.47.40.15,
 66.63.61.58.55.54.50.49,
 66.63.61.58.55.54.50.49.22,
 66.63.61.58.55.54.50.49.45,
 66.63.61.58.55.54.50.49.45.7,
 66.63.61.58.55.54.50.49.45.43,
 66.63.61.58.55.54.50.49.45.43.8,
 66.63.61.58.55.54.50.49.45.43.37,
 66.63.61.58.55.54.50.49.45.43.37.14,
 66.63.61.58.55.54.50.49.45.43.37.35,
 66.63.61.58.55.54.50.49.45.43.37.35.9,
 66.63.61.58.55.54.50.49.45.43.37.35.11,
 66.65,
 66.65.60,
 66.65.60.30,
 66.65.60.57,
 66.65.60.57.16,
 66.65.60.57.27,
 66.65.64,
 66.65.64.4,
 66.65.64.62,
 66.65.64.62.56,
 66.65.64.62.56.18,
 66.65.64.62.56.53,
 66.65.64.62.56.53.51,
 66.65.64.62.56.53.51.0,
 66.65.64.62.56.53.51.44,
 66.65.64.62.56.53.51.44.39,
 66.65.64.62.56.53.51.44.39.23,
 66.65.64.62.56.53.51.44.39.34,
 66.65.64.62.56.53.51.44.39.34.17,
 66.65.64.62.56.53.51.44.39.34.24,
 66.65.64.62.56.53.51.44.42,
 66.65.64.62.56.53.51.44.42.31,
 66.65.64.62.56.53.51.44.42.32,
 66.65.64.62.56.53.52,
 66.65.64.62.56.53.52.29,
 66.65.64.62.56.53.52.46,
 66.65.64.62.56.53.52.46.12,
 66.65.64.62.56.53.52.46.25,
 66.65.64.62.59,
 66.65.64.62.59.6,
 66.65.64.62.59.21,
