id,value
 66,
 66.64,
 66.64.57,
 66.64.57.10,
 66.64.57.55,
 66.64.57.55.48,
 66.64.57.55.48.22,
 66.64.57.55.48.45,
 66.64.57.55.48.45.7,
 66.64.57.55.48.45.44,
 66.64.57.55.48.45.44.8,
 66.64.57.55.48.45.44.38,
 66.64.57.55.48.45.44.38.14,
 66.64.57.55.48.45.44.38.35,
 66.64.57.55.48.45.44.38.35.9,
 66.64.57.55.48.45.44.38.35.11,
 66.64.57.55.52,
 66.64.57.55.52.1,
 66.64.57.55.52.51,
 66.64.57.55.52.51.42,
 66.64.57.55.52.51.42.2,
 66.64.57.55.52.51.42.37,
 66.64.57.55.52.51.42.37.3,
 66.64.57.55.52.51.42.37.26,
 66.64.57.55.52.51.46,
 66.64.57.55.52.51.46.20,
 66.64.57.55.52.51.46.39,
 66.64.57.55.52.51.46.39.13,
 66.64.57.55.52.51.46.39.15,
 66.64.62,
 66.64.62.36,
 66.64.62.36.5,
 66.64.62.36.28,
 66.64.62.59,
 66.64.62.59.19,
 66.64.62.59.33,
 66.65,
 66.65.58,
 66.65.58.50,
 66.65.58.50.0,
 66.65.58.50.47,
 66.65.58.50.47.40,
 66.65.58.50.47.40.31,
 66.65.58.50.47.40.32,
 66.65.58.50.47.41,
 66.65.58.50.47.41.23,
 66.65.58.50.47.41.34,
 66.65.58.50.47.41.34.17,
 66.65.58.50.47.41.34.24,
 66.65.58.53,
 66.65.58.53.18,
 66.65.58.53.49,
 66.65.58.53.49.29,
 66.65.58.53.49.43,
 66.65.58.53.49.43.12,
 66.65.58.53.49.43.25,
 66.65.63,
 66.65.63.60,
 66.65.63.60.30,
 66.65.63.60.54,
 66.65.63.60.54.16,
 66.65.63.60.54.27,
 66.65.63.61,
 66.65.63.61.4,
 66.65.63.61.56,
 66.65.63.61.56.6,
 66.65.63.61.56.21,
