id,value
 40,
 40.38,
 40.38.12,
 40.38.36,
 40.38.36.28,
 40.38.36.28.7,
 40.38.36.28.8,
 40.38.36.35,
 40.38.36.35.33,
 40.38.36.35.33.15,
 40.38.36.35.33.31,
 40.38.36.35.33.31.2,
 40.38.36.35.33.31.21,
 40.38.36.35.33.31.21.0,
 40.38.36.35.33.31.21.17,
 40.38.36.35.34,
 40.38.36.35.34.13,
 40.38.36.35.34.30,
 40.38.36.35.34.30.27,
 40.38.36.35.34.30.27.23,
 40.38.36.35.34.30.27.23.3,
 40.38.36.35.34.30.27.23.22,
 40.38.36.35.34.30.27.23.22.5,
 40.38.36.35.34.30.27.23.22.9,
 40.38.36.35.34.30.27.25,
 40.38.36.35.34.30.27.25.10,
 40.38.36.35.34.30.27.25.11,
 40.38.36.35.34.30.29,
 40.38.36.35.34.30.29.1,
 40.38.36.35.34.30.29.19,
 40.39,
 40.39.37,
 40.39.37.4,
 40.39.37.32,
 40.39.37.32.18,
 40.39.37.32.26,
 40.39.37.32.26.16,
 40.39.37.32.26.24,
 40.39.37.32.26.24.6,
 40.39.37.32.26.24.14,
